train_loss	val_loss
0.2554727328616382	0.013095120894430197
0.04533563450146311	0.008247262287372048
0.03363850390210043	0.051092817972679644
0.028063746741624842	0.010491902206614974
0.026163413789926905	0.076065101262164
0.025798763627162873	4.393395860586765
0.024858433841896427	2.002244046891945
0.024535119344356586	0.0067441305765940625
0.02407020776433148	0.6017143094597232
0.023860329966098045	0.01978249746725719
0.023211198827287855	0.015218606401810756
0.10196894576576528	0.062127324802675035
0.16389900863029294	1.984188353151515
0.22247139442643837	0.27642722458439173
0.26995232341131986	0.14805425013267043
0.304656847299508	3.881962285410379
0.3344470483671151	0.29613303235745514
0.36224952312415537	0.21331085350211476
0.35744658934870505	0.10046932742647503
0.3064099982435396	0.0920847261801434
