train_loss	val_loss
0.4612154099277964	0.00988511700714052
0.03460942027701456	0.026557837554438104
0.02958070929126124	0.01312239875720031
0.02902299274696761	0.014812213486141484
0.028036254480542633	0.01532002493136243
0.0300855940004642	0.008331212897195621
0.028231331936932846	0.06739272407935437
0.02837615245654649	0.01163711609084897
0.027941460239701617	0.4537684043680412
0.02897036942290973	0.011487997504140156
0.027967441940376862	6.594769625272152
0.10865390315342803	0.34066880869404703
0.16887917055046917	0.12411958292432597
0.22942651142729903	28.523748810625307
0.284759761252825	0.21698549799351158
0.33675049508181715	0.25384784694761037
0.37855050053182976	0.33633718195456813
0.4197172114287862	0.3178653841154371
0.45643690059324954	0.35253792558009356
0.4890734617546382	0.3663679124539997
0.5196714574879805	0.38345265296706255
0.5467182922958037	0.4161958655261475
0.5712452657190119	0.44216925766732956
0.5932524555671278	0.7864977709625078
0.6135563417882168	0.45729082514698377
0.6316022453438936	8.363980914198834
0.6482251228216268	0.5621207078297933
0.6627830730056712	0.49197356587743774
0.6768297306570508	0.5027668012193616
0.6888204325771653	0.5042340154750587
0.6996222875939434	1.7164139779869485
0.709657169337053	4.403428323027017
0.7403627738456189	0.5572363005442644
0.7725745206882567	1.5818766094060335
0.8054875811364309	6.406375935688111
0.8122290276347488	1.8821376765983693
0.8435590385341003	0.628758343204784
0.8766403445732194	0.6440526700610124
0.9154059538903312	0.6815762728812614
0.9125721021220556	0.7021617880190052
0.9446237514605118	1.0807198776715043
0.9750003298360527	1.1880213240494475
0.9658025726184948	0.7780733505884806
1.0023134923434076	0.78542591513355
1.0001841029201135	0.7911861362808569
1.0428472925329475	0.8212674979138489
1.0810658414549683	0.8654695243795137
1.0896415806777056	0.8734259202860404
1.1429987449242571	0.9230426500672879
1.1374748348349566	0.9163347828071474
1.1922729496203675	0.9647450145459981
1.1919836875774117	0.9683246548049116
1.2499900812556186	1.0299415673754642
1.3041603037102731	1.0295847192190695
1.2842428934325185	1.0242786574766831
1.3203847862604683	1.0839698911145113
1.3239269314809847	1.0863287930903227
1.4082444137264603	1.1546744189112659
1.3869463450417543	1.1531649840770712
1.3878370190810403	1.156011555189096
1.4836717194422988	1.2363802749465629
1.486495365384014	1.2360543743135848
1.4954120987748991	1.2350561513273037
1.5882247852047149	1.3271617841029513
1.597318573862184	1.325516003197518
1.578440382466277	1.3294062714357884
1.7264995122763902	1.467274082167713
1.7108919208168982	1.4277278269258675
1.6999378350074448	1.4741500225907938
1.6944608927102471	1.4596348405748174
1.8254353117517483	1.557921272487456
1.8261189697899889	1.5602077261549263
1.8239322271869145	1.5894994388887849
1.814544172742171	1.7804663708820436
